"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I1","Acorns 1","2","Pixabay","4.66666666666667","0.953462589245592","45","4.71428571428571","0.966987556830456","56","2.24489795918367","1.57494195984193","49","2.44230769230769","1.6379501960211","52"
"I2","Acorns 2","2","Pixabay","4.40909090909091","0.692759289655365","44","4.60344827586207","0.935454766455703","58","2.51063829787234","1.51617855472426","47","1.94230769230769","1.19498070438867","52"
"I3","Acorns 3","2","Pixabay","4.68888888888889","0.848051837561784","45","4.82142857142857","1.04632939115997","56","2.3469387755102","1.5076336370861","49","2.26923076923077","1.53540420194437","52"
"I4","Alcohol 1","2","Pixabay","4.70175438596491","1.3623104361014","57","4.66666666666667","0.972967967955095","51","2.6530612244898","1.71453371222036","49","3.05454545454545","1.67130667241712","55"
"I5","Alcohol 2","2","Pixabay","4.28070175438596","1.27831342519453","57","4.2156862745098","0.965685776848682","51","2.81632653061224","1.64156263698845","49","3.16363636363636","1.75080549043001","55"
"I6","Alcohol 3","2","Pixabay","4.14035087719298","1.04263739230356","57","4.19607843137255","0.848990172926336","51","2.46938775510204","1.43035602817863","49","2.23636363636364","1.34665066497144","55"
"I7","Alcohol 4","2","Pixabay","4.73684210526316","1.20306625796447","57","4.80392156862745","1.1492538073574","51","2.77551020408163","1.6616420859405","49","2.94545454545455","1.64899724656893","55"
"I8","Alcohol 5","2","Pixabay","5.38636363636364","1.03913893448305","44","5.29310344827586","1.19954115042663","58","3.40425531914894","1.46939168821489","47","3.67307692307692","1.70030163236575","52"
"I9","Alcohol 6","2","Pixabay","4.49122807017544","1.18205038292343","57","4.58823529411765","0.875818944491047","51","2.61224489795918","1.59185853813779","49","2.67272727272727","1.67834293779162","55"
"I10","Alcohol 7","2","Pixabay","4.43103448275862","1.12565098460444","58","4.53488372093023","1.202157528884","43","3.20408163265306","1.59399382888724","49","3.07547169811321","1.73037408809787","53"
"I11","Alcohol 8","2","Pixabay","5.25862068965517","1.06886305931323","58","5.76744186046512","1.087531265064","43","3.59183673469388","1.63195137982798","49","3.9811320754717","1.88608840275048","53"
"I12","Ambulance 1","2","Pixabay","2.6140350877193","1.09795891747422","57","2.01960784313725","0.948476590716532","51","3.75510204081633","1.77400925689169","49","4.52727272727273","1.77278338856188","55"
"I13","Ambulance 2","2","Pixabay","3.48275862068966","1.15836211213036","58","2.76744186046512","0.781854002396306","43","3.53061224489796","1.67209998724566","49","3.32692307692308","1.79018187099013","52"
"I14","Ambulance 3","2","Pixabay","3.63793103448276","1.03784993442616","58","2.81395348837209","1.00607237156816","43","3.55102040816327","1.72072204430044","49","3.66037735849057","1.87024675692412","53"
"I15","Angry face 1","3","Pixabay","3.47727272727273","0.976196614861375","44","3.31034482758621","0.940453353753822","58","3.29787234042553","1.3817898540444","47","3.26923076923077","1.57324922443075","52"
"I16","Angry face 2","3","Wikipedia","3.15555555555556","0.952402597156637","45","3.05357142857143","1.08576982086265","56","3.83673469387755","1.58570356066729","49","3.25","1.73629084037005","52"
"I17","Angry face 3","3","Wikipedia","2.55555555555556","0.966614418650702","45","2.48214285714286","1.1280082434994","56","3.85714285714286","1.80277563773199","49","3.48076923076923","1.7766501262746","52"
"I18","Angry face 4","3","Flickr/Jan Tik","2.51111111111111","1.19890522451682","45","2.5","1.09544511501033","56","3.79591836734694","1.97884216817072","49","3.94230769230769","1.7535785432625","52"
"I19","Angry face 5","3","Flickr/Bart","3.06818181818182","1.06525959872934","44","2.68965517241379","0.977050637983162","58","3.27659574468085","1.69015213695941","47","3.86538461538462","1.78258290409023","52"
"I20","Angry pose 1","3","Pixabay","3","1.01770048919821","57","2.6078431372549","1.0407388024389","51","3.3265306122449","1.74866324066462","49","3.87272727272727","1.80590128780049","55"
"I21","Angry pose 2","3","Flickr/madstreetz","2.94736842105263","1.12473890036086","57","2.64705882352941","0.820329919282838","51","3.26530612244898","1.53806575233421","49","4.12727272727273","1.87630986794258","55"
"I22","Animal carcass 1","1","Wikipedia","2.96491228070175","1.32240193102094","57","2.45098039215686","1.0828430263006","51","3.46938775510204","2.01144683433267","49","4.03636363636364","2.07242599263508","55"
"I23","Animal carcass 2","1","Wikipedia","3.47727272727273","1.19083000883274","44","3.08620689655172","1.5250479746106","58","3.8936170212766","1.61829274711226","47","4.23076923076923","1.7220073172328","52"
"I24","Animal carcass 3","1","Wikipedia","3.07017543859649","1.43750340524823","57","2.3921568627451","1.18454094690811","51","3.89795918367347","1.99211882551368","49","4.89090909090909","1.95952306435281","55"
"I25","Animal carcass 4","1","Wikipedia","3.91111111111111","1.25810503648475","45","3.73214285714286","1.44588533970866","56","4.16326530612245","1.55920571092451","49","4.23076923076923","1.68750174571163","52"
"I26","Animal carcass 5","1","Wikipedia","1.81818181818182","1.16684283377476","44","1.46551724137931","0.921773980771504","58","4","2.38655655158495","47","5","2.05798302171011","52"
"I27","Animal carcass 6","1","Wikipedia","2.73684210526316","1.50625263235661","57","2.01960784313725","1.3489284054898","51","4.12244897959184","2.10784895352688","49","5.25454545454545","2.11010076833436","55"
"I28","Archery 1","3","Pixabay","4.53333333333333","1.27207775634268","45","4.125","1.26580911960403","56","3.89795918367347","1.53086165768367","49","3.61538461538462","1.56121930923345","52"
"I29","Archery 2","3","Pixabay","4.61363636363636","0.841258998111015","44","4.96551724137931","1.04235760509074","58","3.42553191489362","1.55681783652848","47","3.44230769230769","1.71970655885448","52"
"I30","Astronaut 1","3","Pixabay","5.85964912280702","1.10903105217425","57","5.54901960784314","1.0452506970138","51","4.59183673469388","1.80183202309643","49","4.54545454545455","1.76192426181635","55"
"I31","Astronaut 2","3","Pixabay","5.42222222222222","1.15775819599951","45","4.92857142857143","1.10958047530084","56","3.87755102040816","1.61545469684266","49","3.48076923076923","1.5654402953324","52"
"I32","Baby 1","3","Pixabay","5.98245614035088","1.0435384185921","57","6.3921568627451","0.896179253777926","51","3.73469387755102","1.93407503952236","49","4.4","1.55872692593335","55"
"I33","Baby 2","3","Pixabay","5.78947368421053","1.08128300288631","57","6.29411764705882","0.965279599847812","51","3.36734693877551","1.76415557646121","49","3.92727272727273","1.87433489887248","55"
"I34","Baby 3","3","Pixabay","5.53448275862069","1.18788500301977","58","6.25581395348837","1.00221239208477","43","3.6734693877551","1.79568644142522","49","4.54716981132075","1.61204645065554","53"
"I35","Baby 4","3","Pixabay","5.68965517241379","1.27330067770734","58","6.23255813953488","1.13046996763726","43","3.97959183673469","1.86513846579782","49","4.52830188679245","1.84603289395755","53"
"I36","Baby 5","3","Pixabay","5.85964912280702","1.14077975355249","57","6.45098039215686","0.878947677400562","51","3.51020408163265","1.82713857551902","49","3.90909090909091","1.82850604139947","55"
"I37","Baby 6","3","Pixabay","5.80701754385965","1.05962588565204","57","6.31372549019608","0.836425635150702","51","3.42857142857143","1.70782512765993","49","3.85454545454545","1.80962633566918","55"
"I38","Baby 7","3","Pixabay","2.91111111111111","1.08339160682432","45","3.05357142857143","1.45751523125854","56","4.02040816326531","1.70158989279594","49","4.46153846153846","1.6265148409724","52"
"I39","Baby 8","3","Pixabay","5.85964912280702","1.20176353288508","57","6.37254901960784","0.958348252228291","51","3.63265306122449","1.86741663748591","49","4.18181818181818","1.81649753637689","55"
"I40","Baby 9","3","Pixabay","5.62222222222222","1.24843336169211","45","6.01785714285714","1.18307874829841","56","3.36734693877551","1.72836480465184","49","3.90384615384615","1.65990332088673","52"
"I41","Baby 10","3","Pixabay","5.26666666666667","1.46783699862943","45","5.51785714285714","1.22089492405547","56","3.59183673469388","1.80183202309643","49","4.17307692307692","1.56832812000743","52"
"I42","Band 1","3","Pixabay","4.77586206896552","1.15535524191792","58","5","1.04653623694457","43","3","1.36930639376292","49","3.0188679245283","1.48700222489275","53"
"I43","Band 2","3","Pixabay","5.06818181818182","1.18905331256712","44","5.22413793103448","1.06033929439484","58","3.97872340425532","1.37507883888015","47","3.78846153846154","1.67257625004578","52"
"I44","Bar 1","4","Pixabay","5.06818181818182","1.02066388045773","44","4.77586206896552","1.28477048872997","58","3.74468085106383","1.59439350751289","47","3.17307692307692","1.60539719410168","52"
"I45","Bar 2","4","Pixabay","4.75862068965517","0.978906386356039","58","4.74418604651163","1.09311750023704","43","4.12244897959184","1.62829989382106","49","3.47169811320755","1.81451173327391","53"
"I46","Bar 3","4","Pixabay","4.51111111111111","1.39189573509431","45","4.48214285714286","1.25032463317","56","3.40816326530612","1.51270132746767","49","3.11538461538462","1.6995252642077","52"
"I47","Barbeque 1","3","Pixabay","4.97727272727273","0.952075733836248","44","4.51724137931035","1.25992730659623","58","3.1063829787234","1.4330575787636","47","3.09615384615385","1.4178085186213","52"
"I48","Barbeque 2","3","Pixabay","5.05172413793103","1.28993966665797","58","5.27906976744186","1.24069069464493","43","3","1.59426053914242","49","3.26415094339623","1.58297363062038","53"
"I49","Bark 1","2","Pixabay","4.12280701754386","1.00125234864352","57","3.94117647058824","0.675626071311117","51","2.04081632653061","1.33789610448441","49","2.09090909090909","1.53082799276547","55"
"I50","Bark 2","2","Pixabay","4.2280701754386","0.906672563743169","57","4.29411764705882","0.807319457143424","51","2.18367346938776","1.46733132744101","49","2.05454545454545","1.45828643503234","55"
"I51","Bark 3","2","Pixabay","4.6","0.986269371281129","45","4.66071428571429","0.900036074313099","56","2.08163265306122","1.35149199488746","49","2.09615384615385","1.52443644855113","52"
"I52","Bark 4","2","Pixabay","4.25862068965517","0.784953788506524","58","4.2093023255814","0.674647687064241","43","2.36734693877551","1.53695962795357","49","2.15094339622642","1.48578166963095","53"
"I53","Bark 5","2","Pixabay","4.17241379310345","0.652604257570693","58","4.23255813953488","0.570597402157456","43","2.26530612244898","1.52446042645807","49","1.88679245283019","1.2194005046379","53"
"I54","Bark 6","2","Pixabay","4.18965517241379","0.687147588828212","58","4.34883720930233","0.686041819155452","43","2.53061224489796","1.45919556628996","49","1.90566037735849","1.25979471684563","53"
"I55","Barrels 1","2","Pixabay","4.27586206896552","0.615390432286715","58","4.11627906976744","0.498058245091752","43","2.85714285714286","1.48604620834392","49","2.11320754716981","1.43661430719392","53"
"I56","BDSM 1","3","Wikipedia","4.71111111111111","1.40812935585772","45","4.05357142857143","1.49447032705289","56","5.04081632653061","1.49943299941274","49","4.09615384615385","1.79606995130616","52"
"I57","BDSM 2","3","Wikipedia","4.1551724137931","1.49621421838446","58","3.62790697674419","1.63333220331283","43","5.02040816326531","1.79686991643765","49","3.62264150943396","1.75659652447063","53"
"I58","BDSM 3","3","Wikipedia","4.26315789473684","1.62047519253584","57","3.6078431372549","1.60098009197553","51","3.97959183673469","1.72590309594677","49","4.43636363636364","1.70797298490688","55"
"I59","Beach 1","4","Pixabay","6.22413793103448","0.918486616588279","58","6.55813953488372","0.700419111994667","43","4.61224489795918","1.46935822910622","49","4.84905660377358","1.89530012252063","53"
"I60","Beach 2","4","Pixabay","6.08888888888889","1.0622065845601","45","6.5","0.786245393106896","56","4.02040816326531","1.72590309594677","49","4.25","1.99877413411713","52"
"I61","Beach 3","4","Pixabay","5.36206896551724","1.05461851192108","58","5.72093023255814","1.09817123730554","43","3.51020408163265","1.6723542410276","49","4.05660377358491","1.62214357634988","53"
"I62","Beach 4","4","Wikipedia","6.07017543859649","0.903557435971975","57","5.76470588235294","1.03127562356758","51","3.95918367346939","1.60674598274314","49","3.32727272727273","1.81612678475829","55"
"I63","Beach 5","4","Pixabay","5.28070175438596","1.30595320913927","57","5.94117647058824","1.06605374547219","51","3.20408163265306","1.54082758927271","49","3.49090909090909","1.59713548293241","55"
"I64","Beach 6","4","Wikipedia","5.94736842105263","0.971395399699006","57","6.17647058823529","0.953013795344877","51","3.85714285714286","1.58113883008419","49","3.92727272727273","1.93270627239463","55"
"I65","Beach 7","4","Pixabay","5.88888888888889","0.982164173978294","45","6.21428571428571","0.947998575263327","56","4.71428571428571","1.5545631755148","49","3.92307692307692","1.72463299700515","52"
"I66","Beach 8","4","Pixabay","5.61363636363636","1.10423938024302","44","6.03448275862069","0.89766787984451","58","3.78723404255319","1.68027133177387","47","4.01923076923077","2.05312181825709","52"
"I67","Bear 1","1","Wikipedia","5.05263157894737","1.09252415193276","57","5.25490196078431","1.19738276678599","51","3.12244897959184","1.40879163737972","49","3.52727272727273","1.76230641652464","55"
"I68","Bear 2","1","Flickr/Tim Williams","4.40350877192982","1.32097973817606","57","4.43137254901961","1.33048715831134","51","3.61224489795918","1.70558306905356","49","3.92727272727273","1.74116335581985","55"
"I69","Bear 3","1","Pixabay","5.39655172413793","0.857160861735831","58","5.55813953488372","1.09766691064872","43","4.38775510204082","1.44072213563506","49","4.24528301886792","1.47941854972926","53"
"I70","Bed 1","2","Flickr/Hannah","4.03448275862069","0.935939667447122","58","4","0.899735410842437","43","2.93877551020408","1.58650773799597","49","3.07547169811321","1.85896017878248","53"
"I71","Bee 1","1","Wikipedia","3.68421052631579","1.416205881129","57","3.6078431372549","1.56305382341811","51","3.55102040816327","1.7447686629106","49","3.67272727272727","1.72191264731495","55"
"I72","Biking 1","3","Pixabay","4.88636363636364","0.841258998111015","44","5.24137931034483","1.12873698749215","58","3.80851063829787","1.40864254533808","47","3.38461538461538","1.61067329915828","52"
"I73","Billiards 1","2","Pixabay","4.68888888888889","0.9000561149734","45","4.39285714285714","0.730593069886537","56","2.75510204081633","1.50735159917566","49","2.40384615384615","1.52443644855113","52"
"I74","Bird 1","1","Pixabay","5.94736842105263","0.914585242289385","57","5.86274509803922","1.11390498415506","51","3.06122448979592","1.74890636381361","49","2.96363636363636","1.74232322939523","55"
"I75","Bird 2","1","Pixabay","5.31034482758621","1.01232573205456","58","5.69767441860465","1.18592707799848","43","3.6734693877551","1.62516351872205","49","3.69811320754717","1.48822177912456","53"
"I76","Bird 3","1","Pixabay","5.82456140350877","1.01985305344768","57","6.27450980392157","0.826521176317922","51","3.3265306122449","1.76053679198089","49","3.52727272727273","1.67613472293477","55"
"I77","Bird 4","1","Pixabay","5.24444444444444","1.06931489442275","45","5.78571428571429","1.02183944147593","56","3.3265306122449","1.62516351872205","49","3.80769230769231","1.8153858936008","52"
"I78","Bird 5","1","Pixabay","4.40909090909091","1.20692154651838","44","4.51724137931035","1.50136054449739","58","4.17021276595745","1.508225979726","47","4.67307692307692","1.58078106589133","52"
"I79","Birthday 1","4","Pixabay","5.51111111111111","0.894991676503252","45","6","0.953462589245592","56","3.14285714285714","1.52752523165195","49","3.75","1.69051564241651","52"
"I80","Birthday 2","3","Pixabay","5.08620689655172","1.21805831621724","58","5.65116279069767","1.04388744444875","43","3.30612244897959","1.51663115754201","49","3.43396226415094","1.68145351455981","53"
"I81","Birthday 3","4","Pixabay","5.33333333333333","1.06600358177805","45","5.76785714285714","1.00888906370182","56","3.36734693877551","1.50960642706165","49","3.48076923076923","1.54018568546177","52"
"I82","Bloody knife 1","2","Flickr/Maarten Van Damme","2.04444444444444","1.2239198494917","45","1.69642857142857","0.892792205430761","56","4.46938775510204","1.98013089651844","49","4.61538461538461","1.91130636111357","52"
"I83","Bloody knife 2","2","Flickr/Steven Depolo","2.39655172413793","1.21308155049645","58","2.06976744186047","0.910137321852595","43","4.02040816326531","1.97367883994973","49","3.83018867924528","2.02613547516338","53"
"I84","Boat 1","2","Pixabay","4.56140350877193","1.05250625820415","57","4.58823529411765","1.21945021363294","51","2.55102040816327","1.58194532788215","49","3.01818181818182","1.81037042547681","55"
"I85","Bored face 1","3","Flickr","3.64912280701754","0.876095805063078","57","3.64705882352941","0.657982656663979","51","2.18367346938776","1.40939510351893","49","2.54545454545455","1.52531941789231","55"
"I86","Bored pose 1","3","Pixabay","3.68181818181818","0.934425013421754","44","3.46551724137931","1.15797035445765","58","2.8936170212766","1.38680180323041","47","2.98076923076923","1.51451001091189","52"
"I87","Bored pose 2","3","Pixabay","3.22222222222222","1.04204538569996","45","3.19642857142857","0.882550907254706","56","2.53061224489796","1.34011878852098","49","2.94230769230769","1.69674962089817","52"
"I88","Bored pose 3","3","Wikipedia","3.13333333333333","0.967658842962558","45","3.07142857142857","0.759357212794727","56","2.85714285714286","1.54110350074224","49","2.57692307692308","1.41900481346382","52"
"I89","Bored pose 4","3","Wikipedia","3.15909090909091","0.887724601600928","44","3.10344827586207","1.11904807874409","58","2.97872340425532","1.42171607423729","47","3.09615384615385","1.47208822445299","52"
"I90","Bored pose 5","3","All-free-download.com","3.96551724137931","0.954500277841381","58","3.58139534883721","0.85168063932816","43","3.48979591836735","1.54275793331823","49","2.60377358490566","1.32054217655403","53"
"I91","Bored pose 6","3","Pixabay","4.18181818181818","0.946787156472738","44","4.8448275862069","1.30856455623028","58","3.21276595744681","1.48815862602319","47","3.57692307692308","1.64907762509066","52"
"I92","Bottle 1","2","Pixabay","4.13636363636364","0.408679614715664","44","4.20689655172414","1.00452695840547","58","2.38297872340426","1.39179570417003","47","1.92307692307692","1.23425223605311","52"
"I93","Boxing 1","3","Pixabay","3.86666666666667","1.40777064247632","45","3.625","1.16872113479182","56","4.06122448979592","1.67590974380715","49","3.73076923076923","1.65819869921958","52"
"I94","Boxing 2","3","Pixabay","3.77777777777778","1.24113014644075","45","3.625","0.885489079035371","56","4.30612244897959","1.5028317941009","49","4.09615384615385","1.52443644855113","52"
"I95","Bricks 1","2","Pixabay","4.11111111111111","0.80403025220737","45","4.19642857142857","0.644406502341294","56","1.77551020408163","1.17730812524534","49","1.84615384615385","1.27394116564083","52"
"I96","Bridge 1","4","Pixabay","5.62068965517241","0.970215859629738","58","6.25581395348837","0.92820931690602","43","3.55102040816327","1.58194532788215","49","3.52830188679245","1.95727217541409","53"
"I97","Bubble 1","2","Pixabay","4.68965517241379","1.1114538692943","58","4.93023255813953","1.05549241131488","43","3.16326530612245","1.61176583772155","49","3.0188679245283","1.77038203219331","53"
"I98","Bubble 2","2","Pixabay","4.86206896551724","0.999092146885027","58","5.18604651162791","1.07472729549869","43","2.89795918367347","1.69858885008487","49","3.20754716981132","1.77978488940094","53"
"I99","Building 1","4","Pixabay","4.91228070175439","1.67204645520719","57","5.17647058823529","1.2442810350229","51","3.16326530612245","1.74817689293149","49","3.23636363636364","1.76345238375305","55"
"I100","Building 2","4","Pixabay","4.80701754385965","1.15632725983156","57","4.7843137254902","1.11917336441136","51","3.22448979591837","1.78261636041953","49","3.12727272727273","1.88615369404928","55"
"I101","Bungee jumping 1","3","Wikipedia","4.26315789473684","1.40821969407011","57","4.13725490196078","1.3117866875851","51","3.93877551020408","2.07573444096006","49","5.10909090909091","1.71780142939798","55"
"I102","Bungee jumping 2","3","Wikipedia","4.71111111111111","1.27247472241767","45","4.83928571428571","1.09173399547835","56","4.71428571428571","1.81429508808977","49","4.59615384615385","1.63610747267463","52"
"I103","Bungee jumping 3","3","Flickr/Eric Chan","5.10526315789474","1.39750045395234","57","5.11764705882353","1.33636909308064","51","3.87755102040816","1.66624144235392","49","4.78181818181818","1.59502593838086","55"
"I104","Camping 1","3","Pixabay","5.46551724137931","0.940614156243457","58","5.7906976744186","1.01320189157428","43","3.20408163265306","1.73180531811862","49","3.30188679245283","1.51384515086047","53"
"I105","Camping 2","3","Pixabay","4.98275862068965","1.10010173868179","58","4.93023255813953","1.24202884785931","43","3.08163265306122","1.60515750387459","49","3.32075471698113","1.67301644786687","53"
"I106","Camping 3","3","Pixabay","5.08771929824561","1.07372352377779","57","4.94117647058824","0.988165263625116","51","3","1.51382517704875","49","2.96363636363636","1.60973469591911","55"
"I107","Camping 4","3","Pixabay","5.66666666666667","1.08711461300922","45","5.625","1.16872113479182","56","3","1.58113883008419","49","3.44230769230769","1.66171965661918","52"
"I108","Camping 6","3","Pixabay","3.86206896551724","1.11525743801826","58","3.90697674418605","0.839896634467092","43","3.24489795918367","1.40728183988523","49","3.07547169811321","1.45243901770268","53"
"I109","Camping 7","3","Pixabay","5.09090909090909","0.77213632421435","44","5.31034482758621","0.940453353753822","58","2.97872340425532","1.35917752786986","47","3.01923076923077","1.43472870449618","52"
"I110","Camping 8","3","Pixabay","3.53333333333333","1.15993730238084","45","3.625","1.459296218917","56","3.46938775510204","1.69683579072351","49","3.98076923076923","1.48839148096303","52"
"I111","Camping 9","3","Pixabay","4.13333333333333","1.23582876130665","45","3.89285714285714","1.27462752389681","56","3.48979591836735","1.83850538231911","49","3.5","1.59041245112891","52"
"I112","Camping 10","4","Pixabay","4.61363636363636","0.969677699773297","44","5.18965517241379","1.16162162139337","58","3.76595744680851","1.60451490647684","47","3.80769230769231","1.62140657332395","52"
"I113","Candle 1","2","Pixabay","5.20454545454545","0.878146712712987","44","4.93103448275862","1.10599750904699","58","3.42553191489362","1.61170556231945","47","3.23076923076923","1.77802914261152","52"
"I114","Car 1","2","Pixabay","5.43181818181818","1.1492713014397","44","5.06896551724138","1.36191388765464","58","4.78723404255319","1.71864671500277","47","3.86538461538462","1.95065445180506","52"
"I115","Car 2","2","Pixabay","3.86206896551724","1.09941413205252","58","4","1.09108945117996","43","3.16326530612245","1.76005372521587","49","2.64150943396226","1.33148759523153","53"
"I116","Car accident 1","2","Pixabay","2.2","0.943879807448539","45","2.125","0.91577091220259","56","4.16326530612245","1.65008760847606","49","4.03846153846154","1.82532874784445","52"
"I117","Car accident 2","2","Pixabay","2.19298245614035","1.05962588565204","57","1.72549019607843","0.896179253777926","51","3.53061224489796","1.74525596041009","49","4.58181818181818","1.79186339065633","55"
"I118","Car accident 3","2","Pixabay","2.90909090909091","1.13748359187106","44","2.5","1.31456082987384","58","4.40425531914894","1.48411259487431","47","4.61538461538461","1.70528413081735","52"
"I119","Car accident 4","2","Pixabay","2.2280701754386","0.963949166184332","57","1.80392156862745","0.872229507483833","51","3.44897959183673","1.72072204430044","49","4.41818181818182","1.78149863141608","55"
"I120","Car crash 1","4","Wikipedia","1.95454545454545","0.680442586971821","44","1.77586206896552","0.817422209363409","58","4.36170212765957","1.72482553515841","47","4.84615384615385","1.69641623851537","52"
"I121","Car crash 2","4","Wikipedia","2.18965517241379","0.867682870188406","58","1.72093023255814","0.701209207126852","43","4.38775510204082","1.72984014833033","49","4.0377358490566","2.01877975473136","53"
"I122","Car crash 3","4","Wikipedia","2.02272727272727","0.875735872988483","44","2.03448275862069","0.793957823825239","58","4.36170212765957","1.73738348892928","47","5","1.65683373915903","52"
"I123","Car race 1","4","Wikipedia","4.3859649122807","1.33302001331177","57","4.3921568627451","0.960800319994722","51","2.75510204081633","1.71428571428571","49","3.61818181818182","1.85083473751419","55"
"I124","Car race 2","4","Wikipedia","4.37931034482759","0.988132852189076","58","4.34883720930233","1.17278100359446","43","3.75510204081633","1.90974051733146","49","3.43396226415094","1.73769779131276","53"
"I125","Car race 3","4","Wikipedia","4.48275862068965","1.111998032788","58","4.27906976744186","1.03107852445293","43","3.91836734693878","1.86900970540861","49","3.47169811320755","1.73874151643018","53"
"I126","Car race 4","4","Wikipedia","4.11363636363636","1.10423938024302","44","4.17241379310345","1.17186208149766","58","3.87234042553191","1.60998273386091","47","3.13461538461538","1.76044609045711","52"
"I127","Cardboard 1","2","Pixabay","4.03508771929825","0.5658404709779","57","4","0.2","51","2","1.4142135623731","49","1.96363636363636","1.34665066497144","55"
"I128","Cardboard 2","2","Pixabay","4.05263157894737","0.765810789564585","57","3.96078431372549","0.280056016805602","51","2.02040816326531","1.47887620507329","49","2.10909090909091","1.4866408477171","55"
"I129","Cardboard 3","2","Pixabay","3.65909090909091","0.887724601600928","44","3.81034482758621","0.736442290630377","58","1.87234042553191","1.24441397551646","47","1.84615384615385","1.31930783077258","52"
"I130","Cat 1","1","Pixabay","5.22222222222222","1.14591941825388","45","5.57142857142857","1.1732959458821","56","3.85714285714286","1.64570147151096","49","3.82692307692308","1.51749476009243","52"
"I131","Cat 2","1","Pixabay","5.37931034482759","1.16720668514879","58","5.65116279069767","1.17278100359446","43","3.79591836734694","1.73180531811862","49","4.16981132075472","1.77304441630126","53"
"I132","Cat 3","1","Pixabay","5.68421052631579","1.28393778688903","57","6.35294117647059","0.770026737503697","51","3.91836734693878","2.00869707660917","49","4.49090909090909","1.7729733059001","55"
"I133","Cat 4","1","Pixabay","5.48888888888889","1.14061829768337","45","6.10714285714286","0.947313357555248","56","3.53061224489796","1.70906944485791","49","3.53846153846154","1.83069191314231","52"
"I134","Cat 5","1","Pixabay","5.95454545454545","1.09872114782438","44","6.41379310344828","0.859099544068247","58","4.63829787234043","1.62086305398636","47","5.03846153846154","1.92976213571841","52"
"I135","Cat 6","1","Pixabay","4.68181818181818","1.25332538644715","44","4.74137931034483","1.61745245682547","58","3.59574468085106","1.59700227965432","47","4.40384615384615","1.71795153193079","52"
"I136","Cat 7","1","Wikipedia","3.4","1.19468520007269","45","3.28571428571429","1.31721863601489","56","4.22448979591837","1.6865312790168","49","4.57692307692308","1.45987044612082","52"
"I137","Cat 8","1","Flickr/Markus Schoepke","4.48888888888889","1.14061829768337","45","4.98214285714286","1.53138168662482","56","3.53061224489796","1.55593006505657","49","3.73076923076923","1.47016585186021","52"
"I138","Cat 9","1","Pixabay","5.10526315789474","1.35862601979137","57","5.58823529411765","1.2833778958395","51","3.44897959183673","1.73278706724403","49","3.74545454545455","1.77657787789586","55"
"I139","Cat 10","1","Pixabay","5.2","1.21729954481967","45","5.64285714285714","1.08591932445315","56","3.36734693877551","1.52334442306805","49","3.48076923076923","1.44833081227315","52"
"I140","Cat 11","1","Pixabay","5.24137931034483","1.06475175967916","58","5.53488372093023","1.3156355916312","43","3.57142857142857","1.64570147151096","49","3.62264150943396","1.66671504525818","53"
"I141","Cat 12","1","Wikipedia","4.92982456140351","1.23721532256352","57","5.47058823529412","1.18916678689695","51","3.18367346938776","1.56356256387663","49","3.56363636363636","1.84354365249462","55"
"I142","Cat 13","1","Flickr/Marjolein Knuit","5.24137931034483","1.23274540032424","58","5.74418604651163","1.00221239208477","43","3.38775510204082","1.90193242224205","49","4","1.9414506867883","53"
"I143","Cat 14","1","Skeezix Scratching Post","5.43181818181818","1.06525959872934","44","5.91379310344828","1.18890311762965","58","4.06382978723404","1.60710724891907","47","3.94230769230769","1.85148018727213","52"
"I144","Celebration 1","3","Pixabay","5.47727272727273","0.999735694458182","44","5.20689655172414","1.18111782750242","58","3.8936170212766","1.72241037569816","47","3.75","1.65535376232133","52"
"I145","Celebration 2","4","Pixabay","4.79545454545455","0.978359934112458","44","4.96551724137931","1.13887474846006","58","3.97872340425532","1.39079835849973","47","4.36538461538461","1.49546826758929","52"
"I146","Cemetery 1","4","Pixabay","3.97777777777778","1.37326566470534","45","4.23214285714286","1.34827932671874","56","3.24489795918367","1.70208955214977","49","3.71153846153846","1.64896329239561","52"
"I147","Cemetery 2","4","Pixabay","4","1.18469775551818","58","3.97674418604651","1.43905346028997","43","4","1.81429508808977","49","4.43396226415094","2.04289984281643","53"
"I148","Cemetery 3","4","Pixabay","3.01754385964912","1.44532779364326","57","2.86274509803922","1.2964506599657","51","3.22448979591837","1.82876673064173","49","4","1.87577144623713","55"
"I149","Cemetery 4","4","Pixabay","2.95454545454545","1.11968736198258","44","2.67241379310345","1.23384907710367","58","4.08510638297872","1.81574978205846","47","4.59615384615385","1.9429068114112","52"
"I150","Cemetery 5","4","Pixabay","2.51111111111111","1.16037263259034","45","2.53571428571429","1.27869657662204","56","4.3469387755102","1.92083988149459","49","5.03846153846154","1.69151908130333","52"
"I151","Cheerleader 1","3","Pixabay","5.84444444444444","1.0861850578046","45","4.875","1.1451478665935","56","5.10204081632653","1.37302734191008","49","3.5","1.69774937525433","52"
"I152","Cheerleader 2","3","Pixabay","5.17241379310345","1.06190710656079","58","5.23255813953488","1.1718363550291","43","4.79591836734694","1.55428965335635","49","3.50943396226415","1.51432444330586","53"
